serial,00bkg,01body,02cheeks,03eye,04beak,05face,06hat,07clothes,dna
187,bkg01,body01,NONE,Eye25,Beak07,NONE,hat11,NONE,bkg01--body01--NONE--Eye25--Beak07--NONE--hat11--NONE
188,bkg07,body01,NONE,Eye25,Beak06,NONE,hat01,clothes05,bkg07--body01--NONE--Eye25--Beak06--NONE--hat01--clothes05
189,bkg05,body01,cheeks12,Eye14,Beak08,NONE,hat01,clothes17,bkg05--body01--cheeks12--Eye14--Beak08--NONE--hat01--clothes17
190,bkg04,body01,cheeks06,Eye30,Beak10,NONE,hat35,clothes35,bkg04--body01--cheeks06--Eye30--Beak10--NONE--hat35--clothes35
191,bkg03,body01,cheeks11,Eye18,Beak03,NONE,hat03,clothes16,bkg03--body01--cheeks11--Eye18--Beak03--NONE--hat03--clothes16
192,bkg06,body01,cheeks11,Eye17,Beak09,face03,hat76,clothes20,bkg06--body01--cheeks11--Eye17--Beak09--face03--hat76--clothes20
193,bkg01,body01,cheeks06,Eye12,Beak11,face01,hat45,clothes39,bkg01--body01--cheeks06--Eye12--Beak11--face01--hat45--clothes39
194,bkg01,body01,cheeks10,Eye12,Beak07,face06,hat10,clothes27,bkg01--body01--cheeks10--Eye12--Beak07--face06--hat10--clothes27
195,bkg07,body01,NONE,Eye01,Beak09,face03,hat15,clothes37,bkg07--body01--NONE--Eye01--Beak09--face03--hat15--clothes37
196,bkg07,body01,NONE,Eye24,Beak08,NONE,hat16,clothes12,bkg07--body01--NONE--Eye24--Beak08--NONE--hat16--clothes12
197,bkg01,body01,cheeks03,Eye08,Beak07,NONE,hat33,clothes60,bkg01--body01--cheeks03--Eye08--Beak07--NONE--hat33--clothes60
198,bkg07,body01,cheeks05,Eye18,Beak04,face03,hat01,clothes25,bkg07--body01--cheeks05--Eye18--Beak04--face03--hat01--clothes25
199,bkg01,body01,cheeks12,Eye14,Beak12,NONE,hat43,clothes55,bkg01--body01--cheeks12--Eye14--Beak12--NONE--hat43--clothes55
200,bkg02,body01,cheeks10,Eye08,Beak04,face01,hat06,clothes44,bkg02--body01--cheeks10--Eye08--Beak04--face01--hat06--clothes44
201,bkg07,body01,cheeks12,Eye21,Beak13,face03,hat66,clothes16,bkg07--body01--cheeks12--Eye21--Beak13--face03--hat66--clothes16
202,bkg03,body01,cheeks10,Eye25,Beak06,face03,hat83,clothes28,bkg03--body01--cheeks10--Eye25--Beak06--face03--hat83--clothes28
203,bkg06,body01,cheeks11,Eye04,Beak02,face05,hat49,clothes17,bkg06--body01--cheeks11--Eye04--Beak02--face05--hat49--clothes17
204,bkg02,body01,cheeks08,Eye10,Beak01,NONE,hat75,clothes07,bkg02--body01--cheeks08--Eye10--Beak01--NONE--hat75--clothes07
205,bkg03,body01,cheeks09,Eye08,Beak12,NONE,hat51,clothes12,bkg03--body01--cheeks09--Eye08--Beak12--NONE--hat51--clothes12
206,bkg04,body01,cheeks09,Eye23,Beak01,NONE,hat71,clothes16,bkg04--body01--cheeks09--Eye23--Beak01--NONE--hat71--clothes16
207,bkg03,body01,cheeks06,Eye22,Beak05,NONE,hat24,clothes69,bkg03--body01--cheeks06--Eye22--Beak05--NONE--hat24--clothes69
208,bkg07,body01,NONE,Eye22,Beak01,face01,hat09,clothes30,bkg07--body01--NONE--Eye22--Beak01--face01--hat09--clothes30
209,bkg06,body01,cheeks11,Eye23,Beak05,NONE,hat63,clothes61,bkg06--body01--cheeks11--Eye23--Beak05--NONE--hat63--clothes61
210,bkg07,body01,cheeks07,Eye11,Beak04,NONE,hat38,clothes10,bkg07--body01--cheeks07--Eye11--Beak04--NONE--hat38--clothes10
211,bkg06,body01,cheeks11,Eye22,Beak04,face01,hat74,clothes64,bkg06--body01--cheeks11--Eye22--Beak04--face01--hat74--clothes64
212,bkg04,body01,cheeks11,Eye21,Beak04,face07,hat22,NONE,bkg04--body01--cheeks11--Eye21--Beak04--face07--hat22--NONE
213,bkg07,body01,cheeks08,Eye19,Beak06,face06,hat32,clothes06,bkg07--body01--cheeks08--Eye19--Beak06--face06--hat32--clothes06
214,bkg05,body01,cheeks12,Eye22,Beak03,face06,hat30,clothes31,bkg05--body01--cheeks12--Eye22--Beak03--face06--hat30--clothes31
215,bkg01,body01,NONE,Eye01,Beak08,face07,hat01,clothes32,bkg01--body01--NONE--Eye01--Beak08--face07--hat01--clothes32
216,bkg02,body01,cheeks12,Eye19,Beak11,face05,hat17,clothes12,bkg02--body01--cheeks12--Eye19--Beak11--face05--hat17--clothes12
217,bkg06,body01,cheeks03,Eye07,Beak06,NONE,hat53,clothes55,bkg06--body01--cheeks03--Eye07--Beak06--NONE--hat53--clothes55
218,bkg06,body01,cheeks09,Eye01,Beak02,face01,hat23,clothes38,bkg06--body01--cheeks09--Eye01--Beak02--face01--hat23--clothes38
219,bkg01,body01,cheeks10,Eye06,Beak07,NONE,hat11,clothes56,bkg01--body01--cheeks10--Eye06--Beak07--NONE--hat11--clothes56
220,bkg03,body01,cheeks12,Eye17,Beak10,NONE,hat27,clothes78,bkg03--body01--cheeks12--Eye17--Beak10--NONE--hat27--clothes78
221,bkg01,body01,cheeks13,Eye01,Beak01,face10,hat34,clothes12,bkg01--body01--cheeks13--Eye01--Beak01--face10--hat34--clothes12
222,bkg01,body01,NONE,Eye07,Beak02,NONE,hat37,clothes70,bkg01--body01--NONE--Eye07--Beak02--NONE--hat37--clothes70
223,bkg06,body01,cheeks06,Eye11,Beak03,face01,hat34,clothes22,bkg06--body01--cheeks06--Eye11--Beak03--face01--hat34--clothes22
224,bkg05,body01,cheeks08,Eye07,Beak07,face07,hat15,clothes71,bkg05--body01--cheeks08--Eye07--Beak07--face07--hat15--clothes71
225,bkg03,body01,cheeks05,Eye23,Beak13,NONE,hat18,NONE,bkg03--body01--cheeks05--Eye23--Beak13--NONE--hat18--NONE
226,bkg01,body01,NONE,Eye30,Beak09,NONE,hat06,clothes59,bkg01--body01--NONE--Eye30--Beak09--NONE--hat06--clothes59
227,bkg04,body01,cheeks12,Eye12,Beak08,NONE,hat74,clothes13,bkg04--body01--cheeks12--Eye12--Beak08--NONE--hat74--clothes13
228,bkg04,body01,NONE,Eye26,Beak01,NONE,hat45,clothes79,bkg04--body01--NONE--Eye26--Beak01--NONE--hat45--clothes79
229,bkg07,body01,cheeks02,Eye08,Beak02,NONE,hat61,clothes43,bkg07--body01--cheeks02--Eye08--Beak02--NONE--hat61--clothes43
230,bkg02,body01,NONE,Eye23,Beak05,NONE,hat04,clothes45,bkg02--body01--NONE--Eye23--Beak05--NONE--hat04--clothes45
231,bkg01,body01,cheeks07,Eye26,Beak09,NONE,hat03,clothes09,bkg01--body01--cheeks07--Eye26--Beak09--NONE--hat03--clothes09
232,bkg05,body01,cheeks09,Eye02,Beak03,NONE,hat22,clothes27,bkg05--body01--cheeks09--Eye02--Beak03--NONE--hat22--clothes27
233,bkg06,body01,cheeks08,Eye25,Beak06,NONE,hat22,clothes58,bkg06--body01--cheeks08--Eye25--Beak06--NONE--hat22--clothes58
234,bkg02,body01,cheeks03,Eye30,Beak01,face01,NONE,clothes75,bkg02--body01--cheeks03--Eye30--Beak01--face01--NONE--clothes75
235,bkg06,body01,cheeks12,Eye11,Beak01,NONE,hat28,clothes56,bkg06--body01--cheeks12--Eye11--Beak01--NONE--hat28--clothes56
236,bkg02,body01,cheeks05,Eye07,Beak12,NONE,hat32,clothes41,bkg02--body01--cheeks05--Eye07--Beak12--NONE--hat32--clothes41
237,bkg06,body01,cheeks06,Eye01,Beak05,face01,hat83,clothes60,bkg06--body01--cheeks06--Eye01--Beak05--face01--hat83--clothes60
238,bkg04,body01,NONE,Eye06,Beak04,face04,hat31,clothes58,bkg04--body01--NONE--Eye06--Beak04--face04--hat31--clothes58
239,bkg06,body01,cheeks03,Eye21,Beak07,NONE,hat30,NONE,bkg06--body01--cheeks03--Eye21--Beak07--NONE--hat30--NONE
240,bkg07,body01,cheeks04,Eye02,Beak01,NONE,NONE,clothes48,bkg07--body01--cheeks04--Eye02--Beak01--NONE--NONE--clothes48
241,bkg05,body01,cheeks05,Eye19,Beak06,NONE,hat07,clothes58,bkg05--body01--cheeks05--Eye19--Beak06--NONE--hat07--clothes58
242,bkg06,body01,cheeks10,Eye04,Beak04,face06,hat65,clothes30,bkg06--body01--cheeks10--Eye04--Beak04--face06--hat65--clothes30
243,bkg02,body01,cheeks11,Eye03,Beak10,face07,hat19,clothes02,bkg02--body01--cheeks11--Eye03--Beak10--face07--hat19--clothes02
244,bkg04,body01,cheeks13,Eye01,Beak04,NONE,hat75,clothes70,bkg04--body01--cheeks13--Eye01--Beak04--NONE--hat75--clothes70
245,bkg03,body01,cheeks03,Eye04,Beak03,face01,hat03,NONE,bkg03--body01--cheeks03--Eye04--Beak03--face01--hat03--NONE
246,bkg03,body01,cheeks05,Eye06,Beak10,NONE,hat82,clothes13,bkg03--body01--cheeks05--Eye06--Beak10--NONE--hat82--clothes13
247,bkg04,body01,cheeks11,Eye22,Beak07,NONE,hat70,clothes38,bkg04--body01--cheeks11--Eye22--Beak07--NONE--hat70--clothes38
248,bkg07,body01,NONE,Eye24,Beak05,NONE,hat21,clothes73,bkg07--body01--NONE--Eye24--Beak05--NONE--hat21--clothes73
249,bkg07,body01,NONE,Eye14,Beak07,NONE,hat68,clothes36,bkg07--body01--NONE--Eye14--Beak07--NONE--hat68--clothes36
250,bkg04,body01,cheeks04,Eye14,Beak01,NONE,hat16,clothes38,bkg04--body01--cheeks04--Eye14--Beak01--NONE--hat16--clothes38
251,bkg02,body01,cheeks02,Eye30,Beak07,NONE,hat18,clothes16,bkg02--body01--cheeks02--Eye30--Beak07--NONE--hat18--clothes16
252,bkg03,body01,cheeks10,Eye09,Beak03,NONE,hat34,clothes41,bkg03--body01--cheeks10--Eye09--Beak03--NONE--hat34--clothes41
253,bkg06,body01,cheeks11,Eye27,Beak02,NONE,hat29,clothes79,bkg06--body01--cheeks11--Eye27--Beak02--NONE--hat29--clothes79
254,bkg01,body01,cheeks07,Eye03,Beak06,NONE,hat42,clothes51,bkg01--body01--cheeks07--Eye03--Beak06--NONE--hat42--clothes51
255,bkg01,body01,cheeks13,Eye15,Beak10,face06,hat44,clothes14,bkg01--body01--cheeks13--Eye15--Beak10--face06--hat44--clothes14
256,bkg05,body01,NONE,Eye05,Beak07,face04,hat07,clothes71,bkg05--body01--NONE--Eye05--Beak07--face04--hat07--clothes71
257,bkg07,body01,cheeks12,Eye16,Beak04,NONE,hat72,clothes36,bkg07--body01--cheeks12--Eye16--Beak04--NONE--hat72--clothes36
258,bkg04,body01,cheeks05,Eye08,Beak06,face06,hat65,clothes75,bkg04--body01--cheeks05--Eye08--Beak06--face06--hat65--clothes75
259,bkg04,body01,cheeks08,Eye03,Beak11,face10,hat10,clothes17,bkg04--body01--cheeks08--Eye03--Beak11--face10--hat10--clothes17
260,bkg04,body01,cheeks12,Eye05,Beak01,NONE,hat07,clothes32,bkg04--body01--cheeks12--Eye05--Beak01--NONE--hat07--clothes32
261,bkg04,body01,cheeks05,Eye12,Beak10,NONE,hat06,clothes01,bkg04--body01--cheeks05--Eye12--Beak10--NONE--hat06--clothes01
262,bkg05,body01,NONE,Eye15,Beak03,NONE,hat58,clothes50,bkg05--body01--NONE--Eye15--Beak03--NONE--hat58--clothes50
263,bkg02,body01,cheeks06,Eye26,Beak03,NONE,hat18,clothes24,bkg02--body01--cheeks06--Eye26--Beak03--NONE--hat18--clothes24
264,bkg05,body01,cheeks06,Eye12,Beak07,NONE,hat22,clothes36,bkg05--body01--cheeks06--Eye12--Beak07--NONE--hat22--clothes36
265,bkg02,body01,cheeks08,Eye07,Beak06,NONE,hat13,clothes49,bkg02--body01--cheeks08--Eye07--Beak06--NONE--hat13--clothes49
266,bkg07,body01,cheeks13,Eye07,Beak05,NONE,hat48,clothes62,bkg07--body01--cheeks13--Eye07--Beak05--NONE--hat48--clothes62
267,bkg06,body01,cheeks06,Eye03,Beak03,NONE,hat74,clothes54,bkg06--body01--cheeks06--Eye03--Beak03--NONE--hat74--clothes54
268,bkg06,body01,cheeks05,Eye30,Beak03,NONE,hat64,clothes16,bkg06--body01--cheeks05--Eye30--Beak03--NONE--hat64--clothes16
269,bkg05,body01,cheeks1,Eye04,Beak05,NONE,hat45,clothes63,bkg05--body01--cheeks1--Eye04--Beak05--NONE--hat45--clothes63
270,bkg01,body01,cheeks05,Eye05,Beak10,NONE,hat48,NONE,bkg01--body01--cheeks05--Eye05--Beak10--NONE--hat48--NONE
271,bkg04,body01,cheeks11,Eye06,Beak12,face01,hat67,clothes38,bkg04--body01--cheeks11--Eye06--Beak12--face01--hat67--clothes38
272,bkg02,body01,cheeks11,Eye07,Beak05,NONE,hat49,clothes37,bkg02--body01--cheeks11--Eye07--Beak05--NONE--hat49--clothes37
273,bkg07,body01,NONE,Eye18,Beak03,NONE,hat28,clothes67,bkg07--body01--NONE--Eye18--Beak03--NONE--hat28--clothes67
274,bkg02,body01,cheeks12,Eye01,Beak04,NONE,hat75,clothes13,bkg02--body01--cheeks12--Eye01--Beak04--NONE--hat75--clothes13
275,bkg04,body01,cheeks11,Eye07,Beak10,NONE,hat51,clothes73,bkg04--body01--cheeks11--Eye07--Beak10--NONE--hat51--clothes73
276,bkg04,body01,NONE,Eye07,Beak12,face10,hat81,clothes20,bkg04--body01--NONE--Eye07--Beak12--face10--hat81--clothes20
277,bkg03,body01,cheeks04,Eye07,Beak06,NONE,hat59,clothes23,bkg03--body01--cheeks04--Eye07--Beak06--NONE--hat59--clothes23
278,bkg03,body01,cheeks03,Eye30,Beak01,NONE,hat04,clothes50,bkg03--body01--cheeks03--Eye30--Beak01--NONE--hat04--clothes50
279,bkg06,body01,cheeks06,Eye02,Beak08,NONE,NONE,clothes54,bkg06--body01--cheeks06--Eye02--Beak08--NONE--NONE--clothes54
280,bkg04,body01,cheeks04,Eye07,Beak10,NONE,hat79,clothes60,bkg04--body01--cheeks04--Eye07--Beak10--NONE--hat79--clothes60
281,bkg06,body01,NONE,Eye01,Beak03,face01,hat68,clothes55,bkg06--body01--NONE--Eye01--Beak03--face01--hat68--clothes55
282,bkg06,body01,cheeks13,Eye16,Beak05,NONE,hat71,clothes38,bkg06--body01--cheeks13--Eye16--Beak05--NONE--hat71--clothes38
283,bkg07,body01,NONE,Eye13,Beak05,NONE,hat56,clothes60,bkg07--body01--NONE--Eye13--Beak05--NONE--hat56--clothes60
284,bkg06,body01,cheeks12,Eye15,Beak01,NONE,NONE,clothes06,bkg06--body01--cheeks12--Eye15--Beak01--NONE--NONE--clothes06
285,bkg01,body01,cheeks12,Eye04,Beak07,NONE,hat55,clothes38,bkg01--body01--cheeks12--Eye04--Beak07--NONE--hat55--clothes38
286,bkg01,body01,NONE,Eye22,Beak11,NONE,hat24,clothes18,bkg01--body01--NONE--Eye22--Beak11--NONE--hat24--clothes18
287,bkg06,body01,NONE,Eye18,Beak04,NONE,hat41,NONE,bkg06--body01--NONE--Eye18--Beak04--NONE--hat41--NONE
288,bkg01,body01,cheeks13,Eye04,Beak08,NONE,hat11,clothes51,bkg01--body01--cheeks13--Eye04--Beak08--NONE--hat11--clothes51
289,bkg01,body01,cheeks05,Eye24,Beak10,NONE,hat47,clothes14,bkg01--body01--cheeks05--Eye24--Beak10--NONE--hat47--clothes14
290,bkg07,body01,cheeks09,Eye03,Beak02,NONE,hat11,clothes72,bkg07--body01--cheeks09--Eye03--Beak02--NONE--hat11--clothes72
291,bkg02,body01,NONE,Eye17,Beak07,face01,hat84,clothes45,bkg02--body01--NONE--Eye17--Beak07--face01--hat84--clothes45
292,bkg02,body01,cheeks07,Eye04,Beak04,NONE,hat27,clothes59,bkg02--body01--cheeks07--Eye04--Beak04--NONE--hat27--clothes59
293,bkg04,body01,NONE,Eye13,Beak10,NONE,hat06,clothes49,bkg04--body01--NONE--Eye13--Beak10--NONE--hat06--clothes49
294,bkg02,body01,NONE,Eye03,Beak10,face07,hat29,clothes40,bkg02--body01--NONE--Eye03--Beak10--face07--hat29--clothes40
295,bkg04,body01,cheeks12,Eye25,Beak03,NONE,hat10,clothes58,bkg04--body01--cheeks12--Eye25--Beak03--NONE--hat10--clothes58
296,bkg02,body01,cheeks09,Eye14,Beak09,NONE,hat15,clothes11,bkg02--body01--cheeks09--Eye14--Beak09--NONE--hat15--clothes11
297,bkg04,body01,cheeks11,Eye30,Beak05,face07,NONE,clothes21,bkg04--body01--cheeks11--Eye30--Beak05--face07--NONE--clothes21
298,bkg02,body01,NONE,Eye19,Beak02,NONE,hat82,clothes29,bkg02--body01--NONE--Eye19--Beak02--NONE--hat82--clothes29
299,bkg02,body01,cheeks11,Eye01,Beak11,face05,hat11,clothes11,bkg02--body01--cheeks11--Eye01--Beak11--face05--hat11--clothes11
300,bkg02,body01,NONE,Eye16,Beak07,NONE,hat75,clothes59,bkg02--body01--NONE--Eye16--Beak07--NONE--hat75--clothes59
301,bkg03,body01,cheeks13,Eye06,Beak09,face04,hat43,clothes04,bkg03--body01--cheeks13--Eye06--Beak09--face04--hat43--clothes04
302,bkg02,body01,cheeks10,Eye07,Beak04,NONE,hat83,clothes34,bkg02--body01--cheeks10--Eye07--Beak04--NONE--hat83--clothes34
303,bkg03,body01,cheeks12,Eye07,Beak12,NONE,hat16,NONE,bkg03--body01--cheeks12--Eye07--Beak12--NONE--hat16--NONE
304,bkg04,body01,cheeks07,Eye19,Beak01,NONE,hat59,clothes34,bkg04--body01--cheeks07--Eye19--Beak01--NONE--hat59--clothes34
305,bkg05,body01,cheeks13,Eye18,Beak03,NONE,NONE,clothes38,bkg05--body01--cheeks13--Eye18--Beak03--NONE--NONE--clothes38
306,bkg05,body01,cheeks11,Eye18,Beak04,NONE,hat38,clothes29,bkg05--body01--cheeks11--Eye18--Beak04--NONE--hat38--clothes29
307,bkg02,body01,NONE,Eye10,Beak07,NONE,hat25,clothes55,bkg02--body01--NONE--Eye10--Beak07--NONE--hat25--clothes55
308,bkg03,body01,cheeks06,Eye20,Beak13,face01,hat12,clothes02,bkg03--body01--cheeks06--Eye20--Beak13--face01--hat12--clothes02
309,bkg02,body01,cheeks1,Eye19,Beak11,face01,hat84,clothes28,bkg02--body01--cheeks1--Eye19--Beak11--face01--hat84--clothes28
310,bkg07,body01,NONE,Eye03,Beak06,NONE,NONE,clothes48,bkg07--body01--NONE--Eye03--Beak06--NONE--NONE--clothes48
311,bkg03,body01,NONE,Eye07,Beak10,face01,hat28,clothes17,bkg03--body01--NONE--Eye07--Beak10--face01--hat28--clothes17
312,bkg04,body01,cheeks11,Eye06,Beak03,face01,hat14,clothes63,bkg04--body01--cheeks11--Eye06--Beak03--face01--hat14--clothes63
313,bkg07,body01,NONE,Eye01,Beak03,NONE,hat07,clothes22,bkg07--body01--NONE--Eye01--Beak03--NONE--hat07--clothes22
314,bkg07,body01,cheeks06,Eye09,Beak01,NONE,hat14,clothes23,bkg07--body01--cheeks06--Eye09--Beak01--NONE--hat14--clothes23
315,bkg06,body01,cheeks04,Eye15,Beak02,NONE,NONE,clothes23,bkg06--body01--cheeks04--Eye15--Beak02--NONE--NONE--clothes23
316,bkg04,body01,cheeks04,Eye10,Beak10,NONE,hat56,clothes44,bkg04--body01--cheeks04--Eye10--Beak10--NONE--hat56--clothes44
317,bkg03,body01,cheeks1,Eye28,Beak08,NONE,hat48,clothes75,bkg03--body01--cheeks1--Eye28--Beak08--NONE--hat48--clothes75
318,bkg02,body01,NONE,Eye14,Beak12,face05,hat03,clothes82,bkg02--body01--NONE--Eye14--Beak12--face05--hat03--clothes82
319,bkg04,body01,NONE,Eye30,Beak01,face10,hat79,clothes10,bkg04--body01--NONE--Eye30--Beak01--face10--hat79--clothes10
320,bkg04,body01,cheeks11,Eye17,Beak06,NONE,NONE,clothes48,bkg04--body01--cheeks11--Eye17--Beak06--NONE--NONE--clothes48
321,bkg06,body01,NONE,Eye04,Beak10,face05,hat28,NONE,bkg06--body01--NONE--Eye04--Beak10--face05--hat28--NONE
322,bkg04,body01,NONE,Eye23,Beak10,NONE,hat37,clothes45,bkg04--body01--NONE--Eye23--Beak10--NONE--hat37--clothes45
323,bkg07,body01,cheeks11,Eye05,Beak04,NONE,hat63,NONE,bkg07--body01--cheeks11--Eye05--Beak04--NONE--hat63--NONE
324,bkg01,body01,NONE,Eye06,Beak07,NONE,hat76,clothes62,bkg01--body01--NONE--Eye06--Beak07--NONE--hat76--clothes62
325,bkg07,body01,cheeks03,Eye15,Beak12,NONE,hat38,clothes75,bkg07--body01--cheeks03--Eye15--Beak12--NONE--hat38--clothes75
326,bkg05,body01,cheeks02,Eye16,Beak01,face01,hat66,clothes55,bkg05--body01--cheeks02--Eye16--Beak01--face01--hat66--clothes55
327,bkg03,body01,NONE,Eye01,Beak05,NONE,hat03,clothes32,bkg03--body01--NONE--Eye01--Beak05--NONE--hat03--clothes32
328,bkg07,body01,cheeks08,Eye05,Beak03,NONE,NONE,clothes13,bkg07--body01--cheeks08--Eye05--Beak03--NONE--NONE--clothes13
329,bkg06,body01,cheeks05,Eye13,Beak13,NONE,hat77,clothes64,bkg06--body01--cheeks05--Eye13--Beak13--NONE--hat77--clothes64
330,bkg01,body01,cheeks13,Eye06,Beak12,face05,hat82,clothes65,bkg01--body01--cheeks13--Eye06--Beak12--face05--hat82--clothes65
331,bkg01,body01,cheeks05,Eye25,Beak01,face04,hat76,clothes05,bkg01--body01--cheeks05--Eye25--Beak01--face04--hat76--clothes05
332,bkg04,body01,NONE,Eye01,Beak09,NONE,hat62,clothes23,bkg04--body01--NONE--Eye01--Beak09--NONE--hat62--clothes23
333,bkg07,body01,cheeks06,Eye15,Beak02,face05,hat27,clothes21,bkg07--body01--cheeks06--Eye15--Beak02--face05--hat27--clothes21
334,bkg05,body01,NONE,Eye11,Beak07,face05,hat51,clothes73,bkg05--body01--NONE--Eye11--Beak07--face05--hat51--clothes73
335,bkg03,body01,cheeks06,Eye09,Beak13,face06,hat67,clothes54,bkg03--body01--cheeks06--Eye09--Beak13--face06--hat67--clothes54
336,bkg01,body01,NONE,Eye19,Beak13,face10,hat27,clothes18,bkg01--body01--NONE--Eye19--Beak13--face10--hat27--clothes18
337,bkg01,body01,cheeks04,Eye15,Beak05,NONE,hat75,clothes37,bkg01--body01--cheeks04--Eye15--Beak05--NONE--hat75--clothes37
338,bkg04,body01,cheeks09,Eye17,Beak05,NONE,hat14,clothes77,bkg04--body01--cheeks09--Eye17--Beak05--NONE--hat14--clothes77
339,bkg02,body01,cheeks11,Eye16,Beak04,NONE,hat19,clothes34,bkg02--body01--cheeks11--Eye16--Beak04--NONE--hat19--clothes34
340,bkg01,body01,cheeks12,Eye02,Beak10,NONE,hat18,clothes68,bkg01--body01--cheeks12--Eye02--Beak10--NONE--hat18--clothes68
341,bkg02,body01,cheeks05,Eye04,Beak09,face04,hat83,clothes21,bkg02--body01--cheeks05--Eye04--Beak09--face04--hat83--clothes21
342,bkg06,body01,cheeks04,Eye14,Beak10,NONE,hat76,clothes71,bkg06--body01--cheeks04--Eye14--Beak10--NONE--hat76--clothes71
343,bkg04,body01,cheeks12,Eye23,Beak04,face10,hat13,clothes78,bkg04--body01--cheeks12--Eye23--Beak04--face10--hat13--clothes78
344,bkg02,body01,cheeks09,Eye07,Beak11,NONE,hat38,clothes64,bkg02--body01--cheeks09--Eye07--Beak11--NONE--hat38--clothes64
345,bkg06,body01,NONE,Eye12,Beak09,NONE,hat18,clothes10,bkg06--body01--NONE--Eye12--Beak09--NONE--hat18--clothes10
346,bkg04,body01,cheeks02,Eye02,Beak02,NONE,hat31,clothes51,bkg04--body01--cheeks02--Eye02--Beak02--NONE--hat31--clothes51
347,bkg07,body01,NONE,Eye18,Beak01,NONE,hat75,clothes75,bkg07--body01--NONE--Eye18--Beak01--NONE--hat75--clothes75
348,bkg03,body01,cheeks06,Eye18,Beak10,face01,hat77,clothes75,bkg03--body01--cheeks06--Eye18--Beak10--face01--hat77--clothes75
349,bkg01,body01,cheeks11,Eye25,Beak09,NONE,hat53,clothes68,bkg01--body01--cheeks11--Eye25--Beak09--NONE--hat53--clothes68
350,bkg02,body01,cheeks04,Eye23,Beak03,face04,hat53,clothes69,bkg02--body01--cheeks04--Eye23--Beak03--face04--hat53--clothes69
351,bkg01,body01,NONE,Eye25,Beak01,NONE,hat46,clothes82,bkg01--body01--NONE--Eye25--Beak01--NONE--hat46--clothes82
352,bkg05,body01,cheeks04,Eye21,Beak10,NONE,hat20,clothes44,bkg05--body01--cheeks04--Eye21--Beak10--NONE--hat20--clothes44
353,bkg02,body01,cheeks04,Eye19,Beak11,NONE,hat03,clothes38,bkg02--body01--cheeks04--Eye19--Beak11--NONE--hat03--clothes38
354,bkg02,body01,NONE,Eye15,Beak04,face10,hat12,clothes70,bkg02--body01--NONE--Eye15--Beak04--face10--hat12--clothes70
355,bkg05,body01,cheeks02,Eye04,Beak03,NONE,NONE,clothes21,bkg05--body01--cheeks02--Eye04--Beak03--NONE--NONE--clothes21
356,bkg06,body01,NONE,Eye03,Beak10,NONE,hat27,clothes11,bkg06--body01--NONE--Eye03--Beak10--NONE--hat27--clothes11
357,bkg03,body01,cheeks06,Eye30,Beak07,face01,hat34,clothes75,bkg03--body01--cheeks06--Eye30--Beak07--face01--hat34--clothes75
358,bkg01,body01,cheeks10,Eye16,Beak06,face01,hat71,clothes50,bkg01--body01--cheeks10--Eye16--Beak06--face01--hat71--clothes50
359,bkg02,body01,cheeks11,Eye30,Beak03,face06,hat45,clothes38,bkg02--body01--cheeks11--Eye30--Beak03--face06--hat45--clothes38
360,bkg05,body01,cheeks03,Eye07,Beak06,face04,hat13,clothes23,bkg05--body01--cheeks03--Eye07--Beak06--face04--hat13--clothes23
361,bkg05,body01,cheeks06,Eye18,Beak11,face01,hat13,clothes18,bkg05--body01--cheeks06--Eye18--Beak11--face01--hat13--clothes18
362,bkg05,body01,cheeks12,Eye10,Beak04,NONE,hat58,clothes19,bkg05--body01--cheeks12--Eye10--Beak04--NONE--hat58--clothes19
363,bkg05,body01,NONE,Eye06,Beak01,NONE,hat71,clothes40,bkg05--body01--NONE--Eye06--Beak01--NONE--hat71--clothes40
364,bkg05,body01,cheeks08,Eye03,Beak11,face07,hat63,clothes68,bkg05--body01--cheeks08--Eye03--Beak11--face07--hat63--clothes68
365,bkg03,body01,cheeks12,Eye08,Beak05,NONE,hat08,clothes14,bkg03--body01--cheeks12--Eye08--Beak05--NONE--hat08--clothes14
366,bkg04,body01,cheeks10,Eye08,Beak08,face04,hat24,clothes29,bkg04--body01--cheeks10--Eye08--Beak08--face04--hat24--clothes29
367,bkg01,body01,cheeks11,Eye22,Beak06,NONE,hat12,clothes11,bkg01--body01--cheeks11--Eye22--Beak06--NONE--hat12--clothes11
368,bkg07,body01,cheeks10,Eye17,Beak02,face06,NONE,clothes49,bkg07--body01--cheeks10--Eye17--Beak02--face06--NONE--clothes49
369,bkg07,body01,NONE,Eye02,Beak07,NONE,NONE,clothes36,bkg07--body01--NONE--Eye02--Beak07--NONE--NONE--clothes36
